Success Rate (%),Average Cost,Standard Deviation,Average Execution Time (s),Parameters,Dataset
100.0,19378.1,556.264766096146,0.008875799179077149,"(2000, 0.999, 1000, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,47548.7,15151.364123734867,0.0287503719329834,"(2000, 0.999, 1000, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,291851.1,92000.4350788082,0.04322021007537842,"(2000, 0.999, 1000, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,19125.9,1326.8857109789071,0.00908663272857666,"(2000, 0.999, 1000, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,44696.3,15727.986603821862,0.031678080558776855,"(2000, 0.999, 1000, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,271647.7,153767.391404062,0.039395713806152345,"(2000, 0.999, 1000, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18711.5,1489.9953187845927,0.008879876136779786,"(2000, 0.999, 1000, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,47833.2,10407.075956290508,0.024232196807861327,"(2000, 0.999, 1000, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,249852.8,116879.04570606316,0.035836100578308105,"(2000, 0.999, 1000, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,18281.7,1814.8407120185507,0.006825089454650879,"(2000, 0.999, 2000, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,49340.0,13867.517254360999,0.031292390823364255,"(2000, 0.999, 2000, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,351625.2,138535.22221211472,0.04342036247253418,"(2000, 0.999, 2000, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,19096.3,766.4828830443639,0.006876182556152344,"(2000, 0.999, 2000, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,46418.2,8724.05031851605,0.0556013822555542,"(2000, 0.999, 2000, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,278059.1,127663.64305584422,0.05353519916534424,"(2000, 0.999, 2000, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,19253.1,436.7432769946207,0.006824493408203125,"(2000, 0.999, 2000, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,52402.4,11244.516798866904,0.04350731372833252,"(2000, 0.999, 2000, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,301784.2,139460.02679606798,0.05553038120269775,"(2000, 0.999, 2000, 0.001, 2000, 100000)",datasets/sppnw41.txt
100.0,18589.0,1059.7646908630236,0.007897686958312989,"(2000, 0.999, 2000, 0.0001, 500, 1000)",datasets/sppnw41.txt
100.0,49460.4,12060.625433202045,0.05014989376068115,"(2000, 0.999, 2000, 0.0001, 500, 10000)",datasets/sppnw41.txt
100.0,268301.8,161489.98572406895,0.0572929859161377,"(2000, 0.999, 2000, 0.0001, 500, 100000)",datasets/sppnw41.txt
100.0,18879.6,1526.971067178419,0.007852697372436523,"(2000, 0.999, 2000, 0.0001, 1000, 1000)",datasets/sppnw41.txt
100.0,41895.9,13029.081736254479,0.044078707695007324,"(2000, 0.999, 2000, 0.0001, 1000, 10000)",datasets/sppnw41.txt
100.0,280157.0,155002.5303825715,0.05152895450592041,"(2000, 0.999, 2000, 0.0001, 1000, 100000)",datasets/sppnw41.txt
100.0,19001.3,1147.394443946806,0.007872509956359863,"(2000, 0.999, 2000, 0.0001, 2000, 1000)",datasets/sppnw41.txt
100.0,50354.3,10186.49179109275,0.03613576889038086,"(2000, 0.999, 2000, 0.0001, 2000, 10000)",datasets/sppnw41.txt
100.0,286926.0,167107.61562418393,0.04316747188568115,"(2000, 0.999, 2000, 0.0001, 2000, 100000)",datasets/sppnw41.txt
100.0,18992.2,887.2013074832565,0.008859014511108399,"(2000, 0.999, 2000, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,49623.5,13292.092967249364,0.049034619331359865,"(2000, 0.999, 2000, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,214588.6,139395.80755905109,0.07302439212799072,"(2000, 0.999, 2000, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,17656.9,1997.3380510068896,0.016976213455200194,"(2000, 0.999, 2000, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,48559.7,10573.01397000874,0.04090583324432373,"(2000, 0.999, 2000, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,268918.9,176671.84939907657,0.0649723768234253,"(2000, 0.999, 2000, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18885.4,864.3225323916993,0.008884525299072266,"(2000, 0.999, 2000, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,44583.5,16031.91288804926,0.06489350795745849,"(2000, 0.999, 2000, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,365935.7,148389.01224622395,0.03301093578338623,"(2000, 0.999, 2000, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,17538.6,2032.2714484044695,0.007236409187316895,"(5000, 0.95, 500, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,47208.9,13419.388432041156,0.012440085411071777,"(5000, 0.95, 500, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,260345.7,118676.58033584386,0.018672704696655273,"(5000, 0.95, 500, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,18217.4,1800.8533088511126,0.007434415817260742,"(5000, 0.95, 500, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,51304.4,17266.090490901523,0.010487771034240723,"(5000, 0.95, 500, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,341246.9,140265.52453076275,0.021943044662475587,"(5000, 0.95, 500, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,18466.7,1805.6414954248255,0.007270216941833496,"(5000, 0.95, 500, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,40347.9,15704.119029413907,0.015401887893676757,"(5000, 0.95, 500, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,389353.6,139362.23642594146,0.01538679599761963,"(5000, 0.95, 500, 0.001, 2000, 100000)",datasets/sppnw41.txt
100.0,18976.3,1568.4359119836552,0.008289575576782227,"(5000, 0.95, 500, 0.0001, 500, 1000)",datasets/sppnw41.txt
100.0,48904.0,13336.557794273604,0.011267304420471191,"(5000, 0.95, 500, 0.0001, 500, 10000)",datasets/sppnw41.txt
100.0,278739.8,116709.19507887971,0.01740541458129883,"(5000, 0.95, 500, 0.0001, 500, 100000)",datasets/sppnw41.txt
100.0,18612.5,1358.8402591916388,0.008242201805114747,"(5000, 0.95, 500, 0.0001, 1000, 1000)",datasets/sppnw41.txt
100.0,41954.5,13833.758319777024,0.012787485122680664,"(5000, 0.95, 500, 0.0001, 1000, 10000)",datasets/sppnw41.txt
100.0,250892.9,166618.1924253471,0.018941378593444823,"(5000, 0.95, 500, 0.0001, 1000, 100000)",datasets/sppnw41.txt
100.0,19524.3,124.53919061885699,0.00823814868927002,"(5000, 0.95, 500, 0.0001, 2000, 1000)",datasets/sppnw41.txt
100.0,43694.6,15444.024586875015,0.015884900093078615,"(5000, 0.95, 500, 0.0001, 2000, 10000)",datasets/sppnw41.txt
100.0,307714.4,149932.18034244684,0.01583700180053711,"(5000, 0.95, 500, 0.0001, 2000, 100000)",datasets/sppnw41.txt
100.0,18934.6,1110.322403628784,0.009295201301574707,"(5000, 0.95, 500, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,48865.4,12004.878651614934,0.01638307571411133,"(5000, 0.95, 500, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,328063.9,93033.2557394935,0.019234776496887207,"(5000, 0.95, 500, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,18974.6,892.8449137448227,0.009235072135925292,"(5000, 0.95, 500, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,53465.3,11393.435434933575,0.009499287605285645,"(5000, 0.95, 500, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,289335.6,152872.8241331336,0.017790913581848145,"(5000, 0.95, 500, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18422.2,1528.839350618632,0.009850311279296874,"(5000, 0.95, 500, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,37246.1,11412.165170991875,0.015068745613098145,"(5000, 0.95, 500, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,320863.5,87475.02356587279,0.01789672374725342,"(5000, 0.95, 500, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,18176.1,2063.799527570447,0.00722353458404541,"(5000, 0.95, 1000, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,46047.3,13798.052877489634,0.01546618938446045,"(5000, 0.95, 1000, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,297523.6,145256.48798191428,0.031101918220520018,"(5000, 0.95, 1000, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,18817.8,1222.5655647039957,0.0072160005569458004,"(5000, 0.95, 1000, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,53879.6,11790.557783243334,0.019120121002197267,"(5000, 0.95, 1000, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,398250.8,113611.71376121389,0.023082900047302245,"(5000, 0.95, 1000, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,18936.0,1152.1485147323672,0.007235836982727051,"(5000, 0.95, 1000, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,54097.6,11101.755160333882,0.011249184608459473,"(5000, 0.95, 1000, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,279174.8,171086.70533258858,0.031169891357421875,"(5000, 0.95, 1000, 0.001, 2000, 100000)",datasets/sppnw41.txt
100.0,18941.0,930.3320912448414,0.0082427978515625,"(5000, 0.95, 1000, 0.0001, 500, 1000)",datasets/sppnw41.txt
100.0,48491.7,13199.301042479485,0.01632697582244873,"(5000, 0.95, 1000, 0.0001, 500, 10000)",datasets/sppnw41.txt
100.0,312544.7,103813.06335432935,0.04022901058197022,"(5000, 0.95, 1000, 0.0001, 500, 100000)",datasets/sppnw41.txt
100.0,18546.8,1344.6476713250947,0.008445668220520019,"(5000, 0.95, 1000, 0.0001, 1000, 1000)",datasets/sppnw41.txt
100.0,46421.6,14462.931274122822,0.024625539779663086,"(5000, 0.95, 1000, 0.0001, 1000, 10000)",datasets/sppnw41.txt
100.0,301877.2,97447.8674890323,0.04311065673828125,"(5000, 0.95, 1000, 0.0001, 1000, 100000)",datasets/sppnw41.txt
100.0,17567.9,1909.2734455808052,0.008213496208190918,"(5000, 0.95, 1000, 0.0001, 2000, 1000)",datasets/sppnw41.txt
100.0,51287.0,10266.944910731721,0.020068955421447755,"(5000, 0.95, 1000, 0.0001, 2000, 10000)",datasets/sppnw41.txt
100.0,262031.1,146615.3527639244,0.03527829647064209,"(5000, 0.95, 1000, 0.0001, 2000, 100000)",datasets/sppnw41.txt
100.0,19429.5,402.79206794573304,0.009233617782592773,"(5000, 0.95, 1000, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,51005.8,13320.777873682904,0.02432551383972168,"(5000, 0.95, 1000, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,207630.4,162865.07673482364,0.031788969039916994,"(5000, 0.95, 1000, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,18328.2,1559.077470814071,0.009291315078735351,"(5000, 0.95, 1000, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,46730.1,12450.771923459204,0.028186511993408204,"(5000, 0.95, 1000, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,290149.2,108631.20827073591,0.03943600654602051,"(5000, 0.95, 1000, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18785.7,1274.8265019209475,0.009287142753601074,"(5000, 0.95, 1000, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,49237.2,13601.122386038587,0.01684579849243164,"(5000, 0.95, 1000, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,302761.0,130065.05675084297,0.04320580959320068,"(5000, 0.95, 1000, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,18513.7,1411.5474522664833,0.007219457626342773,"(5000, 0.95, 2000, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,47497.1,7365.6681903273375,0.039814186096191403,"(5000, 0.95, 2000, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,281875.1,135782.95256581364,0.05895419120788574,"(5000, 0.95, 2000, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,19296.5,750.2958416518113,0.007262992858886719,"(5000, 0.95, 2000, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,39826.8,12532.312522435754,0.04623167514801026,"(5000, 0.95, 2000, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,298176.7,158752.02811432048,0.046085786819458005,"(5000, 0.95, 2000, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,17903.2,1836.1885415174552,0.007235813140869141,"(5000, 0.95, 2000, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,40987.3,8402.36472726577,0.02663569450378418,"(5000, 0.95, 2000, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,260172.0,135600.06088641702,0.059147191047668454,"(5000, 0.95, 2000, 0.001, 2000, 100000)",datasets/sppnw41.txt
100.0,18828.7,990.4633309719245,0.008240771293640137,"(5000, 0.95, 2000, 0.0001, 500, 1000)",datasets/sppnw41.txt
100.0,44057.7,9400.369450718414,0.030656886100769044,"(5000, 0.95, 2000, 0.0001, 500, 10000)",datasets/sppnw41.txt
100.0,320006.4,118441.72117476173,0.08097116947174073,"(5000, 0.95, 2000, 0.0001, 500, 100000)",datasets/sppnw41.txt
100.0,18737.4,1107.3844138328839,0.008220791816711426,"(5000, 0.95, 2000, 0.0001, 1000, 1000)",datasets/sppnw41.txt
100.0,41155.5,13807.455907950603,0.04559919834136963,"(5000, 0.95, 2000, 0.0001, 1000, 10000)",datasets/sppnw41.txt
100.0,310735.1,96369.82557465797,0.052855300903320315,"(5000, 0.95, 2000, 0.0001, 1000, 100000)",datasets/sppnw41.txt
100.0,18707.1,1218.6229482493754,0.008231592178344727,"(5000, 0.95, 2000, 0.0001, 2000, 1000)",datasets/sppnw41.txt
100.0,38402.1,15699.034355335363,0.05345222949981689,"(5000, 0.95, 2000, 0.0001, 2000, 10000)",datasets/sppnw41.txt
100.0,307926.5,148886.48356197416,0.04556589126586914,"(5000, 0.95, 2000, 0.0001, 2000, 100000)",datasets/sppnw41.txt
100.0,19549.2,61.6,0.009321784973144532,"(5000, 0.95, 2000, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,50521.4,14092.832094366271,0.034366393089294435,"(5000, 0.95, 2000, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,300125.2,129609.6597648493,0.06219890117645264,"(5000, 0.95, 2000, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,18430.9,1426.0238742742001,0.009653306007385254,"(5000, 0.95, 2000, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,50471.9,11960.294732572438,0.03472137451171875,"(5000, 0.95, 2000, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,320664.3,160059.3257295869,0.0680690050125122,"(5000, 0.95, 2000, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18088.7,1652.6585279482267,0.009253811836242676,"(5000, 0.95, 2000, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,47892.5,12354.437755316912,0.02616097927093506,"(5000, 0.95, 2000, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,240400.6,111948.25761591825,0.060166025161743165,"(5000, 0.95, 2000, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,18436.3,1525.50444443797,0.007245302200317383,"(5000, 0.99, 500, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,49043.5,12251.347201430543,0.010645508766174316,"(5000, 0.99, 500, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,379733.4,87596.38537542516,0.020650243759155272,"(5000, 0.99, 500, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,17493.1,2670.304344077656,0.007242727279663086,"(5000, 0.99, 500, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,44001.6,16419.66960203524,0.013792109489440919,"(5000, 0.99, 500, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,337647.5,96084.64100807163,0.015453600883483886,"(5000, 0.99, 500, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,18994.2,1483.5402117907017,0.007252407073974609,"(5000, 0.99, 500, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,47841.6,14209.275000505831,0.01053929328918457,"(5000, 0.99, 500, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,288346.2,140614.55053571094,0.01709017753601074,"(5000, 0.99, 500, 0.001, 2000, 100000)",datasets/sppnw41.txt
100.0,17728.8,2113.899988173518,0.008256316184997559,"(5000, 0.99, 500, 0.0001, 500, 1000)",datasets/sppnw41.txt
100.0,50827.6,7724.169135900637,0.011357688903808593,"(5000, 0.99, 500, 0.0001, 500, 10000)",datasets/sppnw41.txt
100.0,349734.6,119204.63331364263,0.015955328941345215,"(5000, 0.99, 500, 0.0001, 500, 100000)",datasets/sppnw41.txt
100.0,19007.2,1194.8774665211492,0.0089951753616333,"(5000, 0.99, 500, 0.0001, 1000, 1000)",datasets/sppnw41.txt
100.0,43228.0,9039.925198805573,0.0179779052734375,"(5000, 0.99, 500, 0.0001, 1000, 10000)",datasets/sppnw41.txt
100.0,300695.2,122041.59746397947,0.014305472373962402,"(5000, 0.99, 500, 0.0001, 1000, 100000)",datasets/sppnw41.txt
100.0,18359.5,1354.3347629002217,0.008261418342590332,"(5000, 0.99, 500, 0.0001, 2000, 1000)",datasets/sppnw41.txt
100.0,49573.4,10930.54834123156,0.01284012794494629,"(5000, 0.99, 500, 0.0001, 2000, 10000)",datasets/sppnw41.txt
100.0,297754.6,123581.31067778818,0.020507407188415528,"(5000, 0.99, 500, 0.0001, 2000, 100000)",datasets/sppnw41.txt
100.0,18287.7,1713.9883342660185,0.009241986274719238,"(5000, 0.99, 500, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,42699.8,13984.160616926567,0.01500251293182373,"(5000, 0.99, 500, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,339758.0,96815.7941278178,0.019256281852722167,"(5000, 0.99, 500, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,19069.5,1004.1864617689287,0.009292984008789062,"(5000, 0.99, 500, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,42978.9,14618.3431034437,0.01366128921508789,"(5000, 0.99, 500, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,238441.6,151913.62275266825,0.01932659149169922,"(5000, 0.99, 500, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18962.3,1147.6766138594967,0.00920250415802002,"(5000, 0.99, 500, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,38663.6,10440.197854447011,0.02170586585998535,"(5000, 0.99, 500, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,337998.2,114508.53142958388,0.01944730281829834,"(5000, 0.99, 500, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,19156.2,814.2381469815818,0.007319808006286621,"(5000, 0.99, 1000, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,46738.2,12759.292251531822,0.01929759979248047,"(5000, 0.99, 1000, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,248356.1,127866.27280362089,0.027312421798706056,"(5000, 0.99, 1000, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,19324.4,609.2139525651066,0.007284474372863769,"(5000, 0.99, 1000, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,47692.8,9468.787238078592,0.019460892677307128,"(5000, 0.99, 1000, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,291369.9,139247.93743783064,0.03134210109710693,"(5000, 0.99, 1000, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,19169.5,824.3697289444827,0.007332205772399902,"(5000, 0.99, 1000, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,46960.3,12292.07870988467,0.019313693046569824,"(5000, 0.99, 1000, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,277964.3,101849.83510644484,0.03533031940460205,"(5000, 0.99, 1000, 0.001, 2000, 100000)",datasets/sppnw41.txt
100.0,18143.7,1237.700210067042,0.008282089233398437,"(5000, 0.99, 1000, 0.0001, 500, 1000)",datasets/sppnw41.txt
100.0,41812.9,13205.328814156806,0.02022387981414795,"(5000, 0.99, 1000, 0.0001, 500, 10000)",datasets/sppnw41.txt
100.0,328444.0,103357.76670574883,0.03951847553253174,"(5000, 0.99, 1000, 0.0001, 500, 100000)",datasets/sppnw41.txt
100.0,19358.0,666.0,0.008303189277648925,"(5000, 0.99, 1000, 0.0001, 1000, 1000)",datasets/sppnw41.txt
100.0,50435.7,15534.316206708298,0.020060801506042482,"(5000, 0.99, 1000, 0.0001, 1000, 10000)",datasets/sppnw41.txt
100.0,278024.6,173150.88767095594,0.031815290451049805,"(5000, 0.99, 1000, 0.0001, 1000, 100000)",datasets/sppnw41.txt
100.0,18759.8,1815.8527363197713,0.008264565467834472,"(5000, 0.99, 1000, 0.0001, 2000, 1000)",datasets/sppnw41.txt
100.0,46855.5,16581.60983891492,0.020057177543640135,"(5000, 0.99, 1000, 0.0001, 2000, 10000)",datasets/sppnw41.txt
100.0,319664.4,137888.45873038107,0.027776718139648438,"(5000, 0.99, 1000, 0.0001, 2000, 100000)",datasets/sppnw41.txt
100.0,18810.0,1268.4082150475058,0.009377479553222656,"(5000, 0.99, 1000, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,45523.4,13874.305692177897,0.020757102966308595,"(5000, 0.99, 1000, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,260238.9,177761.49638121863,0.039870691299438474,"(5000, 0.99, 1000, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,18490.5,1249.5300116443782,0.009292888641357421,"(5000, 0.99, 1000, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,48617.1,11928.231146737558,0.021656727790832518,"(5000, 0.99, 1000, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,347823.0,116793.43231278032,0.028999900817871092,"(5000, 0.99, 1000, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18876.5,1124.054825175356,0.009834909439086914,"(5000, 0.99, 1000, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,43287.9,11868.237589886714,0.02443079948425293,"(5000, 0.99, 1000, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,398347.1,149889.37239007305,0.02443740367889404,"(5000, 0.99, 1000, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,19002.3,755.9678630735568,0.007244110107421875,"(5000, 0.99, 2000, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,46389.9,15970.09906324942,0.020328235626220704,"(5000, 0.99, 2000, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,348373.2,89373.58339442365,0.04611070156097412,"(5000, 0.99, 2000, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,18882.9,1540.7524428018928,0.007237100601196289,"(5000, 0.99, 2000, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,48739.8,12246.001827535385,0.020372509956359863,"(5000, 0.99, 2000, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,301884.4,145690.61955198075,0.05901620388031006,"(5000, 0.99, 2000, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,18098.9,2623.286810472694,0.007271504402160645,"(5000, 0.99, 2000, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,45709.4,14731.761735787068,0.033445215225219725,"(5000, 0.99, 2000, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,291424.8,147649.0191059866,0.05250639915466308,"(5000, 0.99, 2000, 0.001, 2000, 100000)",datasets/sppnw41.txt
100.0,19092.0,1001.6417523246522,0.00823071002960205,"(5000, 0.99, 2000, 0.0001, 500, 1000)",datasets/sppnw41.txt
100.0,52080.9,11708.104871839849,0.015716290473937987,"(5000, 0.99, 2000, 0.0001, 500, 10000)",datasets/sppnw41.txt
100.0,287772.6,127860.99899828719,0.052828526496887206,"(5000, 0.99, 2000, 0.0001, 500, 100000)",datasets/sppnw41.txt
100.0,18432.4,1742.9751116983857,0.00823991298675537,"(5000, 0.99, 2000, 0.0001, 1000, 1000)",datasets/sppnw41.txt
100.0,46676.3,11922.070483351456,0.03055148124694824,"(5000, 0.99, 2000, 0.0001, 1000, 10000)",datasets/sppnw41.txt
100.0,308313.2,112855.91405043867,0.05281200408935547,"(5000, 0.99, 2000, 0.0001, 1000, 100000)",datasets/sppnw41.txt
100.0,18692.8,1401.2828265557241,0.008239817619323731,"(5000, 0.99, 2000, 0.0001, 2000, 1000)",datasets/sppnw41.txt
100.0,48435.3,12209.386872812247,0.03798379898071289,"(5000, 0.99, 2000, 0.0001, 2000, 10000)",datasets/sppnw41.txt
100.0,280616.0,97808.42510438454,0.06017847061157226,"(5000, 0.99, 2000, 0.0001, 2000, 100000)",datasets/sppnw41.txt
100.0,18819.6,1620.905870184941,0.009834599494934083,"(5000, 0.99, 2000, 1e-05, 500, 1000)",datasets/sppnw41.txt
100.0,49695.3,11171.31491857606,0.017702531814575196,"(5000, 0.99, 2000, 1e-05, 500, 10000)",datasets/sppnw41.txt
100.0,406905.6,81755.7181757949,0.05142340660095215,"(5000, 0.99, 2000, 1e-05, 500, 100000)",datasets/sppnw41.txt
100.0,19008.7,1085.3380164722878,0.00939192771911621,"(5000, 0.99, 2000, 1e-05, 1000, 1000)",datasets/sppnw41.txt
100.0,44870.1,11880.449616491793,0.05129868984222412,"(5000, 0.99, 2000, 1e-05, 1000, 10000)",datasets/sppnw41.txt
100.0,358868.2,92367.72787916784,0.059676599502563474,"(5000, 0.99, 2000, 1e-05, 1000, 100000)",datasets/sppnw41.txt
100.0,18831.1,1152.1144431001635,0.009278512001037598,"(5000, 0.99, 2000, 1e-05, 2000, 1000)",datasets/sppnw41.txt
100.0,45609.2,12737.58097756399,0.04295594692230224,"(5000, 0.99, 2000, 1e-05, 2000, 10000)",datasets/sppnw41.txt
100.0,286946.4,126006.7612989081,0.09227087497711181,"(5000, 0.99, 2000, 1e-05, 2000, 100000)",datasets/sppnw41.txt
100.0,18709.1,1428.7098690776936,0.0072203874588012695,"(5000, 0.999, 500, 0.001, 500, 1000)",datasets/sppnw41.txt
100.0,40870.9,15569.838923058902,0.015461874008178712,"(5000, 0.999, 500, 0.001, 500, 10000)",datasets/sppnw41.txt
100.0,299840.8,182636.50450597217,0.01871044635772705,"(5000, 0.999, 500, 0.001, 500, 100000)",datasets/sppnw41.txt
100.0,17898.9,1848.625243255106,0.007228302955627442,"(5000, 0.999, 500, 0.001, 1000, 1000)",datasets/sppnw41.txt
100.0,52544.1,5591.61247673692,0.0074615001678466795,"(5000, 0.999, 500, 0.001, 1000, 10000)",datasets/sppnw41.txt
100.0,278782.7,160514.43731767556,0.016984224319458008,"(5000, 0.999, 500, 0.001, 1000, 100000)",datasets/sppnw41.txt
100.0,19357.5,330.58833917729163,0.00723111629486084,"(5000, 0.999, 500, 0.001, 2000, 1000)",datasets/sppnw41.txt
100.0,44085.7,12531.387561239975,0.017884707450866698,"(5000, 0.999, 500, 0.001, 2000, 10000)",datasets/sppnw41.txt
100.0,264136.5,109755.80106695955,0.019210338592529297,"(5000, 0.999, 500, 0.001, 2000, 100000)",datasets/sppnw41.txt
